
 Training with SGD
Epoch 1 | Train Loss: 2.2950 | Val Acc: 0.1732
Epoch 2 | Train Loss: 2.2839 | Val Acc: 0.2939
Epoch 3 | Train Loss: 2.2671 | Val Acc: 0.4057
Epoch 4 | Train Loss: 2.2406 | Val Acc: 0.4431
Epoch 5 | Train Loss: 2.1980 | Val Acc: 0.4503
Epoch 6 | Train Loss: 2.1275 | Val Acc: 0.4598
Epoch 7 | Train Loss: 2.0127 | Val Acc: 0.4921
Epoch 8 | Train Loss: 1.8348 | Val Acc: 0.5649
Epoch 9 | Train Loss: 1.5758 | Val Acc: 0.6622
Epoch 10 | Train Loss: 1.2779 | Val Acc: 0.7191
