[34m[1mwandb[0m: [33mWARNING[0m Architecture Mismatch: 'num_layers' is 5 but 'hidden_size' provided 1 values ([32]). Broadcasting/Slicing will be applied.
Loading mnist dataset
Initializing Neural Network with 5 hidden layers and hidden sizes [32]
Loaded previous global best accuracy: 0.9786
Starting training
Epoch 1/10 - Train Loss: 2.3039, Train Acc: 0.1049 - Val Loss: 2.3037, Val Acc: 0.1135
Epoch 2/10 - Train Loss: 2.3052, Train Acc: 0.1026 - Val Loss: 2.3054, Val Acc: 0.1028
Epoch 3/10 - Train Loss: 2.3053, Train Acc: 0.1049 - Val Loss: 2.3042, Val Acc: 0.1135
Epoch 4/10 - Train Loss: 2.3046, Train Acc: 0.1049 - Val Loss: 2.3056, Val Acc: 0.1135
Epoch 5/10 - Train Loss: 2.3055, Train Acc: 0.1067 - Val Loss: 2.3055, Val Acc: 0.1028
Epoch 6/10 - Train Loss: 2.3035, Train Acc: 0.1067 - Val Loss: 2.3037, Val Acc: 0.1028
Epoch 7/10 - Train Loss: 2.3057, Train Acc: 0.1045 - Val Loss: 2.3058, Val Acc: 0.0980
Epoch 8/10 - Train Loss: 2.3026, Train Acc: 0.1048 - Val Loss: 2.3021, Val Acc: 0.1028
Epoch 9/10 - Train Loss: 2.3028, Train Acc: 0.1047 - Val Loss: 2.3031, Val Acc: 0.0958
Epoch 10/10 - Train Loss: 2.3056, Train Acc: 0.1042 - Val Loss: 2.3066, Val Acc: 0.1028
