
 Training with MSE
Epoch 1 | Train Loss: 0.1220 | Val Acc: 0.9249
Epoch 2 | Train Loss: 0.0867 | Val Acc: 0.9442
Epoch 3 | Train Loss: 0.0701 | Val Acc: 0.9525
Epoch 4 | Train Loss: 0.0618 | Val Acc: 0.9574
Epoch 5 | Train Loss: 0.0565 | Val Acc: 0.9597
Epoch 6 | Train Loss: 0.0496 | Val Acc: 0.9630
Epoch 7 | Train Loss: 0.0449 | Val Acc: 0.9650
Epoch 8 | Train Loss: 0.0413 | Val Acc: 0.9657
Epoch 9 | Train Loss: 0.0375 | Val Acc: 0.9672
Epoch 10 | Train Loss: 0.0355 | Val Acc: 0.9682
