
 Training with NAG
Epoch 1 | Train Loss: 1.0706 | Val Acc: 0.7412
Epoch 2 | Train Loss: 0.4821 | Val Acc: 0.8605
Epoch 3 | Train Loss: 0.3858 | Val Acc: 0.8899
Epoch 4 | Train Loss: 0.3379 | Val Acc: 0.9041
Epoch 5 | Train Loss: 0.3057 | Val Acc: 0.9130
Epoch 6 | Train Loss: 0.2787 | Val Acc: 0.9217
Epoch 7 | Train Loss: 0.2549 | Val Acc: 0.9263
Epoch 8 | Train Loss: 0.2325 | Val Acc: 0.9329
Epoch 9 | Train Loss: 0.2123 | Val Acc: 0.9388
Epoch 10 | Train Loss: 0.1947 | Val Acc: 0.9437
