
 Training with SGD
Epoch 1 | Train Loss: 2.2959 | Val Acc: 0.1708
Epoch 2 | Train Loss: 2.2847 | Val Acc: 0.2861
Epoch 3 | Train Loss: 2.2694 | Val Acc: 0.3690
Epoch 4 | Train Loss: 2.2461 | Val Acc: 0.4552
Epoch 5 | Train Loss: 2.2086 | Val Acc: 0.5148
Epoch 6 | Train Loss: 2.1436 | Val Acc: 0.5597
Epoch 7 | Train Loss: 2.0259 | Val Acc: 0.5787
Epoch 8 | Train Loss: 1.8257 | Val Acc: 0.5908
Epoch 9 | Train Loss: 1.5516 | Val Acc: 0.6287
Epoch 10 | Train Loss: 1.2707 | Val Acc: 0.6965
