
 Training with RMSPROP
Epoch 1 | Train Loss: 0.1653 | Val Acc: 0.9470
Epoch 2 | Train Loss: 0.1093 | Val Acc: 0.9640
Epoch 3 | Train Loss: 0.0825 | Val Acc: 0.9678
Epoch 4 | Train Loss: 0.0699 | Val Acc: 0.9692
Epoch 5 | Train Loss: 0.0606 | Val Acc: 0.9704
Epoch 6 | Train Loss: 0.0708 | Val Acc: 0.9687
Epoch 7 | Train Loss: 0.0653 | Val Acc: 0.9714
Epoch 8 | Train Loss: 0.0591 | Val Acc: 0.9706
Epoch 9 | Train Loss: 0.0461 | Val Acc: 0.9740
Epoch 10 | Train Loss: 0.0607 | Val Acc: 0.9705
