
 Training with RMSPROP
Epoch 1 | Train Loss: 0.1630 | Val Acc: 0.9480
Epoch 2 | Train Loss: 0.1071 | Val Acc: 0.9643
Epoch 3 | Train Loss: 0.0791 | Val Acc: 0.9686
Epoch 4 | Train Loss: 0.0734 | Val Acc: 0.9686
Epoch 5 | Train Loss: 0.0591 | Val Acc: 0.9719
Epoch 6 | Train Loss: 0.0551 | Val Acc: 0.9742
Epoch 7 | Train Loss: 0.0479 | Val Acc: 0.9748
Epoch 8 | Train Loss: 0.0373 | Val Acc: 0.9761
Epoch 9 | Train Loss: 0.0469 | Val Acc: 0.9756
Epoch 10 | Train Loss: 0.0386 | Val Acc: 0.9743
