
 Training with NAG
Epoch 1 | Train Loss: 1.2711 | Val Acc: 0.6803
Epoch 2 | Train Loss: 0.5151 | Val Acc: 0.8503
Epoch 3 | Train Loss: 0.3868 | Val Acc: 0.8897
Epoch 4 | Train Loss: 0.3417 | Val Acc: 0.9031
Epoch 5 | Train Loss: 0.3116 | Val Acc: 0.9103
Epoch 6 | Train Loss: 0.2855 | Val Acc: 0.9188
Epoch 7 | Train Loss: 0.2614 | Val Acc: 0.9248
Epoch 8 | Train Loss: 0.2390 | Val Acc: 0.9306
Epoch 9 | Train Loss: 0.2189 | Val Acc: 0.9346
Epoch 10 | Train Loss: 0.2013 | Val Acc: 0.9397
